2.300016e-06	7.273263e-09
2.300035e-06	7.273222e-09
2.300053e-06	7.264201e-09
2.300072e-06	7.269604e-09
2.300090e-06	7.252857e-09
2.300108e-06	7.259223e-09
2.300127e-06	7.275095e-09
2.300145e-06	7.275833e-09
2.300164e-06	7.274093e-09
2.300182e-06	7.270942e-09
2.300200e-06	7.272978e-09
2.300219e-06	7.273355e-09
2.300237e-06	7.276433e-09
2.300256e-06	7.274159e-09
2.300274e-06	7.269190e-09
2.300292e-06	7.264501e-09
2.300311e-06	7.254117e-09
2.300329e-06	7.266548e-09
2.300348e-06	7.272045e-09
2.300366e-06	7.275191e-09
2.300384e-06	7.267218e-09
2.300403e-06	7.250083e-09
2.300421e-06	7.260579e-09
2.300440e-06	7.262628e-09
2.300458e-06	7.268062e-09
2.300476e-06	7.270558e-09
2.300495e-06	7.246487e-09
2.300513e-06	6.701793e-09
2.300532e-06	7.173635e-09
2.300550e-06	6.119458e-09
2.300568e-06	3.812965e-09
2.300587e-06	7.233940e-09
2.300605e-06	7.258784e-09
2.300624e-06	7.145937e-09
2.300642e-06	7.232251e-09
2.300660e-06	7.259565e-09
2.300679e-06	7.262884e-09
2.300697e-06	7.267705e-09
2.300716e-06	7.269201e-09
2.300734e-06	7.264099e-09
2.300752e-06	7.139484e-09
2.300771e-06	7.187812e-09
2.300789e-06	7.263637e-09
2.300808e-06	7.268636e-09
2.300826e-06	7.267555e-09
2.300844e-06	7.266757e-09
2.300863e-06	7.266820e-09
2.300881e-06	7.266639e-09
2.300900e-06	7.267204e-09
2.300918e-06	7.265822e-09
2.300937e-06	7.269267e-09
2.300955e-06	7.269783e-09
2.300973e-06	7.269548e-09
2.300992e-06	7.252377e-09
2.301010e-06	7.257573e-09
2.301029e-06	7.263962e-09
2.301047e-06	7.253837e-09
2.301065e-06	7.266506e-09
2.301084e-06	7.265403e-09
2.301102e-06	7.219240e-09
2.301121e-06	7.172721e-09
2.301139e-06	7.260182e-09
2.301157e-06	7.270127e-09
2.301176e-06	7.272959e-09
2.301194e-06	7.271140e-09
2.301213e-06	7.259651e-09
2.301231e-06	7.251524e-09
2.301249e-06	7.267224e-09
