9.500072e-07	5.136564e-09
9.500148e-07	5.136642e-09
9.500224e-07	5.182430e-09
9.500300e-07	5.180108e-09
9.500376e-07	5.164560e-09
9.500452e-07	5.170344e-09
9.500528e-07	5.151243e-09
9.500604e-07	5.145218e-09
9.500680e-07	5.162741e-09
9.500756e-07	5.174793e-09
9.500832e-07	5.186037e-09
9.500908e-07	5.165245e-09
9.500984e-07	5.178120e-09
9.501060e-07	5.163503e-09
9.501136e-07	5.163544e-09
9.501212e-07	5.167510e-09
9.501288e-07	5.172442e-09
9.501364e-07	5.187219e-09
9.501440e-07	5.177959e-09
9.501516e-07	5.176234e-09
9.501592e-07	5.186618e-09
9.501668e-07	5.176579e-09
9.501744e-07	5.204262e-09
9.501820e-07	5.178299e-09
9.501896e-07	5.155513e-09
9.501972e-07	5.170312e-09
9.502048e-07	5.185849e-09
9.502124e-07	5.193928e-09
9.502200e-07	5.181527e-09
9.502276e-07	5.190090e-09
9.502352e-07	5.183781e-09
9.502429e-07	5.182930e-09
9.502505e-07	5.198980e-09
9.502581e-07	5.190068e-09
9.502657e-07	5.173809e-09
9.502733e-07	5.188082e-09
9.502809e-07	5.192600e-09
9.502885e-07	5.151997e-09
9.502961e-07	5.165613e-09
9.503037e-07	5.185758e-09
9.503113e-07	5.171280e-09
9.503189e-07	5.175887e-09
9.503265e-07	5.184620e-09
9.503341e-07	5.166945e-09
9.503417e-07	5.190808e-09
9.503493e-07	5.177503e-09
9.503569e-07	5.186997e-09
9.503645e-07	5.185122e-09
9.503721e-07	5.188720e-09
9.503797e-07	5.193279e-09
9.503873e-07	5.204976e-09
9.503949e-07	5.195492e-09
9.504025e-07	5.168550e-09
9.504101e-07	5.194264e-09
9.504177e-07	5.186749e-09
9.504253e-07	5.177388e-09
9.504329e-07	5.195311e-09
9.504405e-07	5.142551e-09
9.504481e-07	5.189301e-09
9.504557e-07	5.172802e-09
9.504633e-07	5.182587e-09
9.504709e-07	5.180406e-09
9.504785e-07	5.171714e-09
9.504861e-07	5.166884e-09
9.504937e-07	5.187751e-09
9.505014e-07	5.197126e-09
9.505090e-07	5.196576e-09
9.505166e-07	5.197829e-09
9.505242e-07	5.183452e-09
9.505318e-07	5.179540e-09
9.505394e-07	5.205396e-09
9.505470e-07	5.175725e-09
9.505546e-07	5.208794e-09
9.505622e-07	5.205294e-09
9.505698e-07	5.185465e-09
9.505774e-07	5.146397e-09
9.505850e-07	5.203078e-09
9.505926e-07	5.165331e-09
9.506002e-07	5.188700e-09
9.506078e-07	5.189501e-09
9.506154e-07	5.196353e-09
9.506230e-07	5.178114e-09
9.506306e-07	5.171536e-09
9.506382e-07	5.193021e-09
9.506458e-07	5.186556e-09
9.506534e-07	5.190347e-09
9.506610e-07	5.176989e-09
9.506687e-07	5.178081e-09
9.506763e-07	5.174653e-09
9.506839e-07	5.172291e-09
9.506915e-07	5.182195e-09
9.506991e-07	5.179578e-09
9.507067e-07	5.175746e-09
9.507143e-07	5.186345e-09
9.507219e-07	5.191962e-09
9.507295e-07	5.179517e-09
9.507371e-07	5.171309e-09
9.507447e-07	5.184187e-09
9.507523e-07	5.195936e-09
9.507599e-07	5.183929e-09
9.507675e-07	5.198516e-09
9.507751e-07	5.191073e-09
9.507827e-07	5.202831e-09
9.507903e-07	5.206771e-09
9.507980e-07	5.196498e-09
9.508056e-07	5.190491e-09
9.508132e-07	5.195310e-09
9.508208e-07	5.153083e-09
9.508284e-07	5.184021e-09
9.508360e-07	5.179448e-09
9.508436e-07	5.182351e-09
9.508512e-07	5.195548e-09
9.508588e-07	5.200690e-09
9.508664e-07	5.202550e-09
9.508740e-07	5.193152e-09
9.508816e-07	5.173741e-09
9.508892e-07	5.178471e-09
9.508968e-07	5.185239e-09
9.509044e-07	5.178772e-09
9.509121e-07	5.204501e-09
9.509197e-07	5.201914e-09
9.509273e-07	5.193830e-09
9.509349e-07	5.199860e-09
9.509425e-07	5.181297e-09
9.509501e-07	5.165326e-09
9.509577e-07	5.180882e-09
9.509653e-07	5.198084e-09
9.509729e-07	5.207358e-09
9.509805e-07	5.207254e-09
9.509881e-07	5.184967e-09
9.509957e-07	5.187463e-09
9.510033e-07	5.184756e-09
9.510110e-07	5.183702e-09
9.510186e-07	5.209805e-09
9.510262e-07	5.204283e-09
9.510338e-07	5.202872e-09
9.510414e-07	5.181280e-09
9.510490e-07	5.183627e-09
9.510566e-07	5.193092e-09
9.510642e-07	5.203048e-09
9.510718e-07	5.194987e-09
9.510794e-07	5.147688e-09
9.510870e-07	5.196813e-09
9.510946e-07	5.201495e-09
9.511023e-07	5.184018e-09
9.511099e-07	5.195521e-09
9.511175e-07	5.188782e-09
9.511251e-07	5.204846e-09
9.511327e-07	5.168663e-09
9.511403e-07	5.142383e-09
9.511479e-07	5.190911e-09
9.511555e-07	5.195548e-09
9.511631e-07	5.177784e-09
9.511707e-07	5.176922e-09
9.511783e-07	5.179994e-09
9.511860e-07	5.180816e-09
9.511936e-07	5.148945e-09
9.512012e-07	5.168497e-09
9.512088e-07	5.129700e-09
9.512164e-07	5.158222e-09
9.512240e-07	5.170618e-09
9.512316e-07	5.170200e-09
9.512392e-07	5.191075e-09
9.512468e-07	5.159001e-09
9.512544e-07	5.206299e-09
9.512621e-07	5.203530e-09
9.512697e-07	5.180078e-09
9.512773e-07	5.215623e-09
9.512849e-07	5.211748e-09
9.512925e-07	5.172748e-09
9.513001e-07	5.164444e-09
9.513077e-07	5.193972e-09
9.513153e-07	5.186399e-09
9.513229e-07	5.168840e-09
9.513305e-07	5.179740e-09
9.513382e-07	5.192075e-09
9.513458e-07	5.203012e-09
9.513534e-07	5.168421e-09
9.513610e-07	5.169055e-09
9.513686e-07	5.197672e-09
9.513762e-07	5.195427e-09
9.513838e-07	5.195975e-09
9.513914e-07	5.186984e-09
9.513990e-07	5.194405e-09
9.514067e-07	5.170975e-09
9.514143e-07	5.170789e-09
9.514219e-07	5.160703e-09
9.514295e-07	5.200456e-09
9.514371e-07	5.198673e-09
9.514447e-07	5.186041e-09
9.514523e-07	5.192037e-09
9.514599e-07	5.195931e-09
9.514675e-07	5.200700e-09
9.514752e-07	5.208214e-09
9.514828e-07	5.165713e-09
9.514904e-07	5.171275e-09
9.514980e-07	5.187872e-09
9.515056e-07	5.177113e-09
9.515132e-07	5.176472e-09
9.515208e-07	5.196500e-09
